petName,enemyId,templateId,earth,water,fire,wind,initNum,lvupPointSource,baseVital,baseStr,baseTough,baseDex,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,lvMin,lvMax,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
卡克尔,1339,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,61,62,366,524,62,101,62,101,56,94,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,2051,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,50,50,303,428,52,83,52,83,47,77,1,2,-1,-1,-1,-1,-1,-1,100323
卡克普,2011,1016,90,0,0,10,25,4.5,33,30,29,19,0,0,0,0,0,0,1,1,1,1,51,66,8,12,8,12,4,7,1,2,-1,-1,-1,-1,-1,-1,101471
卡克亚斯,2641,1251,100,0,0,0,33,4.5,35,48,25,36,10,10,10,10,10,10,4,1,1,1,80,99,17,22,10,15,11,15,1,2,-1,-1,-1,-1,-1,-1,101997
卡克亚斯,2710,1320,100,0,0,0,33,4.5,35,48,25,36,10,10,10,10,10,10,4,1,1,1,80,99,17,22,10,15,11,15,1,2,-1,-1,-1,-1,-1,-1,101997
卡拉宝斯,94,172,30,70,0,0,19,4.5,28,23,26,14,0,0,0,0,0,0,0,5,1,1,32,43,5,7,5,8,2,4,1,2,-1,-1,-1,-1,-1,-1,100320
卡拉宝斯,465,172,30,70,0,0,19,4.5,28,23,26,14,0,0,0,0,0,0,0,5,1,1,32,43,5,7,5,8,2,4,1,2,-1,-1,-1,-1,-1,-1,100320
卡拉宝斯,466,172,30,70,0,0,19,4.5,28,23,26,14,0,0,0,0,0,0,0,5,10,13,94,153,14,27,16,29,6,17,1,2,-1,-1,-1,-1,-1,-1,100320
卡拉宝斯,467,172,30,70,0,0,19,4.5,28,23,26,14,0,0,0,0,0,0,0,5,12,14,107,162,17,29,18,31,7,18,1,2,-1,-1,-1,-1,-1,-1,100320
卡拉宝斯,468,172,30,70,0,0,19,4.5,28,23,26,14,0,0,0,0,0,0,0,5,13,15,114,171,18,31,19,33,8,19,1,2,-1,-1,-1,-1,-1,-1,100320
卡拉宝斯,1067,172,30,70,0,0,19,4.5,28,23,26,14,0,0,0,0,0,0,0,5,46,48,340,474,53,86,59,91,23,53,1,2,-1,-1,-1,-1,-1,-1,100320
卡拉宝斯,1107,172,30,70,0,0,19,4.5,28,23,26,14,0,0,0,0,0,0,0,5,30,40,230,400,36,72,40,77,16,45,1,2,-1,-1,-1,-1,-1,-1,100320
卡拉格尔,1578,744,70,0,0,30,16,4.5,22,22,41,13,0,0,0,0,0,0,1,1,1,1,25,34,4,6,7,9,1,4,1,2,-1,-1,-1,-1,-1,-1,100839
卡拉格尔,2042,744,70,0,0,30,16,4.5,22,22,41,13,0,0,0,0,0,0,1,1,85,90,563,810,94,154,155,217,38,93,1,2,-1,-1,-1,-1,-1,-1,100839
卡拉龟,1580,746,40,60,0,0,15,4.5,28,21,39,10,0,0,0,0,0,0,1,1,1,1,26,35,3,6,6,8,1,3,1,2,-1,-1,-1,-1,-1,-1,100841
卡拉卡利,306,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,1,1,21,31,4,6,4,6,4,6,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,462,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,1,1,21,31,4,6,4,6,4,6,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,463,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,10,13,67,120,13,26,13,26,12,24,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,464,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,12,15,78,135,15,29,15,29,14,27,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,1041,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,50,53,272,418,55,91,55,91,51,85,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,1042,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,53,55,288,433,58,94,58,94,54,88,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,1131,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,59,60,318,470,64,102,64,102,59,96,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,1133,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,60,61,323,478,66,104,66,104,60,97,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,1135,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,61,62,328,485,67,105,67,105,61,99,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,2054,184,70,0,0,30,17,4.5,15,23,23,26,0,0,0,0,0,0,0,1,50,50,272,396,55,86,55,86,51,80,1,2,-1,-1,-1,-1,-1,-1,100326
卡力洛亚,2003,1008,0,0,20,80,26,4.5,29,28,21,31,0,0,0,0,0,0,1,1,1,1,49,65,8,12,6,10,7,11,1,2,-1,-1,-1,-1,-1,-1,101463
卡萝丽,2668,1278,0,80,20,0,40,4.5,23,46,21,37,0,0,0,0,0,0,3,3,1,1,76,100,20,25,11,16,14,19,1,2,650,-1,-1,-1,-1,-1,101884
卡梅兰恩,38,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,1,1,16,23,2,4,4,6,0,2,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,499,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,1,1,16,23,2,4,4,6,0,2,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,500,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,140,180,795,1441,140,286,202,364,45,160,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,501,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,140,188,795,1504,140,298,202,380,45,167,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,1081,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,6,14,44,126,7,25,11,32,2,14,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,1172,588,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,15,25,95,213,16,42,24,54,5,23,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,1190,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,56,57,324,467,57,92,82,118,18,51,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,1195,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,57,58,330,475,58,94,84,120,18,52,1,2,10,-1,-1,-1,-1,-1,100273
卡梅兰恩,1198,53,0,0,80,20,12,4.5,20,21,33,10,0,0,0,0,0,0,0,0,58,59,335,483,59,95,85,122,19,53,1,2,10,-1,-1,-1,-1,-1,100273
卡普莉,2611,1221,60,0,0,40,32,4.5,33,45,30,30,2,2,2,2,2,2,5,0,1,1,74,93,16,20,11,16,8,13,1,2,-1,-1,-1,-1,-1,-1,101934
卡普莉,2704,1314,60,0,0,40,32,4.5,33,45,30,30,2,2,2,2,2,2,5,0,1,1,74,93,16,20,11,16,8,13,1,2,-1,-1,-1,-1,-1,-1,101934
卡普莉,2669,1279,70,0,0,30,40,4.5,25,40,30,40,0,0,0,0,0,0,5,3,1,1,82,105,18,24,14,20,15,20,1,2,650,-1,-1,-1,-1,-1,101934
卡特,2082,1066,0,0,60,40,24,4.5,31,37,30,18,0,0,0,0,0,0,1,1,1,1,49,63,10,13,8,12,3,7,1,2,-1,-1,-1,-1,-1,-1,101562
卡特,2159,1066,0,0,60,40,24,4.5,31,37,30,18,0,0,0,0,0,0,1,1,60,70,533,789,109,169,92,150,41,90,1,2,-1,-1,-1,-1,-1,-1,101562
卡特,2442,1066,0,0,60,40,24,4.5,31,37,30,18,0,0,0,0,0,0,1,1,70,80,615,894,126,192,107,170,48,102,1,2,-1,-1,-1,-1,-1,-1,101562
卡特利奴,539,524,0,0,80,20,21,4.5,19,29,12,30,0,0,0,0,0,0,3,3,15,15,110,154,24,35,12,23,21,32,1,2,-1,-1,-1,-1,-1,-1,100329
卡沃寇恩,2587,1197,0,30,70,0,25,4.5,38,60,26,60,0,0,0,0,0,0,1,1,1,1,73,88,16,20,9,12,14,18,1,2,-1,-1,-1,-1,-1,-1,101910
卡沃寇恩,2700,1310,0,30,70,0,25,4.5,38,60,26,60,0,0,0,0,0,0,1,1,1,1,73,88,16,20,9,12,14,18,1,2,-1,-1,-1,-1,-1,-1,101910
卡沃裴特,2588,1198,70,0,0,30,25,4.5,38,60,26,60,0,0,0,0,0,0,1,1,1,1,73,88,16,20,9,12,14,18,1,2,-1,-1,-1,-1,-1,-1,101911
卡沃裴特,2701,1311,70,0,0,30,25,4.5,38,60,26,60,0,0,0,0,0,0,1,1,1,1,73,88,16,20,9,12,14,18,1,2,-1,-1,-1,-1,-1,-1,101911
卡伊霍恩,356,313,0,0,80,20,28,4.5,18,26,24,29,0,0,0,0,0,0,0,5,1,1,41,57,8,12,7,11,7,11,1,2,-1,-1,-1,-1,-1,-1,100377
卡伊霍恩,1463,313,0,0,80,20,28,4.5,18,26,24,29,0,0,0,0,0,0,0,5,95,105,593,910,119,196,112,188,109,182,1,2,-1,-1,-1,-1,-1,-1,100377
凯比,2,112,20,0,0,80,20,4.5,14,19,19,27,0,0,0,0,0,0,2,0,1,1,23,35,4,7,4,7,5,7,1,2,-1,-1,-1,-1,-1,-1,100296
凯比,63,112,20,0,0,80,20,4.5,14,19,19,27,0,0,0,0,0,0,2,0,1,1,23,35,4,7,4,7,5,7,1,2,-1,-1,-1,-1,-1,-1,100296
凯比,453,112,20,0,0,80,20,4.5,14,19,19,27,0,0,0,0,0,0,2,0,20,30,112,238,20,49,20,49,24,53,1,2,-1,-1,-1,-1,-1,-1,100296
凯比,1435,112,20,0,0,80,20,4.5,14,19,19,27,0,0,0,0,0,0,2,0,25,30,135,238,25,49,25,49,28,53,1,2,-1,-1,-1,-1,-1,-1,100296
凯比,2077,1062,20,0,0,80,20,4.5,14,19,19,27,0,0,0,0,0,0,2,0,1,1,23,35,4,7,4,7,5,7,1,2,200,-1,-1,-1,-1,-1,100296
凯比,2113,112,20,0,0,80,20,4.5,14,19,19,27,0,0,0,0,0,0,2,0,1,3,23,49,4,10,4,10,5,10,1,2,-1,-1,-1,-1,-1,-1,100296
凯比,2426,112,20,0,0,80,20,4.5,14,19,19,27,0,0,0,0,0,0,2,0,1,3,23,49,4,10,4,10,5,10,1,2,-1,-1,-1,-1,-1,-1,100296
凯比特,65,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,1,1,23,34,4,7,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,122,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,1,1,23,34,4,7,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,123,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,2,3,28,49,5,10,4,9,5,10,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,124,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,3,5,33,63,6,12,5,11,7,14,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,260,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,15,20,93,172,16,35,14,31,19,38,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,1094,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,40,42,217,333,39,67,33,61,45,73,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,1261,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,57,60,301,464,54,94,46,85,63,102,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,1262,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,59,62,311,478,56,97,47,88,65,105,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,1263,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,61,63,321,485,58,99,49,89,67,106,1,2,-1,-1,-1,-1,-1,-1,100298
凯比特,1436,114,0,0,0,100,19,4.5,16,20,16,28,0,0,0,0,0,0,2,0,25,30,142,245,25,50,21,45,29,54,1,2,-1,-1,-1,-1,-1,-1,100298
凯恩,1845,918,0,0,0,100,30,4.5,23,37,12,46,1,1,1,1,1,1,1,1,1,1,54,72,12,16,5,9,13,17,1,2,506,-1,-1,-1,-1,-1,101180
凯恩,2665,1275,0,0,0,100,38,4.5,25,44,22,40,10,10,10,10,10,10,3,3,1,1,76,98,18,24,10,16,14,19,1,2,508,667,-1,-1,-1,-1,101180
坎奥尼亚,2629,1239,0,50,50,0,25,4.5,34,43,33,29,10,10,10,10,10,10,3,0,1,1,59,73,12,15,10,13,6,10,1,2,-1,-1,-1,-1,-1,-1,101960
坎奥尼亚,2729,1339,0,50,50,0,25,4.5,34,43,33,38,10,10,10,10,10,10,3,0,1,1,61,76,12,16,10,13,9,12,1,2,-1,-1,-1,-1,-1,-1,101960
坎普贝尔,2628,1238,0,0,80,20,25,4.5,35,45,30,29,10,10,10,10,10,10,3,0,1,1,60,74,12,16,9,12,6,10,1,2,-1,-1,-1,-1,-1,-1,101959
坎普贝尔,2730,1340,0,0,80,20,25,4.5,35,45,30,39,10,10,10,10,10,10,3,0,1,1,62,77,12,16,9,13,9,12,1,2,-1,-1,-1,-1,-1,-1,101959
坎普顿,2627,1237,30,0,0,70,25,4.5,35,42,32,30,10,10,10,10,10,10,3,0,1,1,60,74,12,15,9,13,7,10,1,2,-1,-1,-1,-1,-1,-1,101958
坎普顿,2731,1341,30,0,0,70,25,4.5,35,42,32,40,10,10,10,10,10,10,3,0,1,1,62,77,12,15,9,13,9,13,1,2,-1,-1,-1,-1,-1,-1,101958
坎普洛司,2626,1236,60,40,0,0,25,4.5,36,42,35,28,10,10,10,10,10,10,3,0,1,1,61,75,12,15,10,14,6,10,1,2,-1,-1,-1,-1,-1,-1,101957
坎普洛司,2728,1338,60,40,0,0,25,4.5,36,42,35,38,10,10,10,10,10,10,3,0,1,1,63,78,12,15,10,14,9,12,1,2,-1,-1,-1,-1,-1,-1,101957
康尔特,2095,1079,10,90,0,0,23,4.5,35,33,20,20,0,0,0,0,0,0,1,1,1,1,48,61,8,11,5,9,4,7,1,2,-1,-1,-1,-1,-1,-1,101558
康尔特,2152,1079,10,90,0,0,23,4.5,35,33,20,20,0,0,0,0,0,0,1,1,40,50,374,584,67,113,46,88,32,70,1,2,-1,-1,-1,-1,-1,-1,101558
柯洛加斯,52,83,0,40,60,0,17,4.5,26,24,37,7,0,0,0,0,0,0,0,1,1,1,28,38,4,7,6,9,0,3,1,2,-1,-1,-1,-1,-1,-1,100285
柯洛加斯,520,83,0,40,60,0,17,4.5,26,24,37,7,0,0,0,0,0,0,0,1,1,1,28,38,4,7,6,9,0,3,1,2,-1,-1,-1,-1,-1,-1,100285
柯洛加斯,521,83,0,40,60,0,17,4.5,26,24,37,7,0,0,0,0,0,0,0,1,25,28,189,282,32,53,45,68,5,23,1,2,-1,-1,-1,-1,-1,-1,100285
柯洛加斯,522,83,0,40,60,0,17,4.5,26,24,37,7,0,0,0,0,0,0,0,1,27,30,203,300,34,57,48,72,6,25,1,2,-1,-1,-1,-1,-1,-1,100285
柯伊达,51,82,80,20,0,0,22,4.5,25,21,39,5,0,0,0,0,0,0,1,0,1,1,35,48,5,8,9,12,0,3,1,2,-1,-1,-1,-1,-1,-1,100284
柯伊达,509,82,80,20,0,0,22,4.5,25,21,39,5,0,0,0,0,0,0,1,0,1,1,35,48,5,8,9,12,0,3,1,2,-1,-1,-1,-1,-1,-1,100284
柯伊达,510,82,80,20,0,0,22,4.5,25,21,39,5,0,0,0,0,0,0,1,0,10,11,93,135,14,24,24,34,1,10,1,2,-1,-1,-1,-1,-1,-1,100284
柯伊达,511,82,80,20,0,0,22,4.5,25,21,39,5,0,0,0,0,0,0,1,0,12,13,106,153,16,28,27,39,1,11,1,2,-1,-1,-1,-1,-1,-1,100284
柯伊达,512,82,80,20,0,0,22,4.5,25,21,39,5,0,0,0,0,0,0,1,0,14,15,119,170,18,31,30,43,2,13,1,2,-1,-1,-1,-1,-1,-1,100284
科伦特,2020,1025,20,80,0,0,23,4.5,28,23,19,38,0,0,0,0,0,0,1,1,1,1,43,56,6,9,5,8,8,11,1,2,-1,-1,-1,-1,-1,-1,101480
可卡特,1597,764,80,0,0,20,22,4.5,18,25,19,28,0,0,0,0,0,0,1,1,1,1,30,43,6,9,4,8,5,8,1,2,-1,-1,-1,-1,-1,-1,100859
可卡特,1739,764,80,0,0,20,22,4.5,18,25,19,28,0,0,0,0,0,0,1,1,85,95,501,788,100,169,81,148,93,159,1,2,-1,-1,-1,-1,-1,-1,100859
可可恩,1636,803,0,80,20,0,28,4.5,27,34,20,26,0,0,0,0,0,0,1,1,1,1,51,67,10,14,7,11,6,10,1,2,-1,-1,-1,-1,-1,-1,100898
可可恩,2037,803,0,80,20,0,28,4.5,27,34,20,26,0,0,0,0,0,0,1,1,90,95,706,977,145,212,97,161,92,153,1,2,-1,-1,-1,-1,-1,-1,100898
可利多洛斯,365,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,1,1,29,40,4,7,4,7,3,6,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,469,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,1,1,29,40,4,7,4,7,3,6,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,470,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,10,13,84,142,12,25,13,26,9,21,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,471,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,12,14,97,150,14,27,16,28,11,22,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,472,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,13,15,103,159,15,28,17,29,12,24,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,544,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,27,28,189,269,29,48,31,50,22,40,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,545,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,29,30,201,286,30,51,33,53,23,43,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,1392,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,91,93,583,820,89,147,96,154,68,123,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,1439,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,25,30,177,286,27,51,29,53,20,43,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,1448,333,70,30,0,0,19,4.5,24,20,22,20,0,0,0,0,0,0,1,0,90,95,577,837,88,150,95,157,67,126,1,2,-1,-1,-1,-1,-1,-1,100386
克邦凯斯,319,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,1,1,28,39,5,8,3,6,2,4,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,394,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,1,2,28,48,5,9,3,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,395,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,2,3,35,56,6,11,4,8,2,6,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,422,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,15,17,119,179,22,36,14,28,8,21,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,423,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,16,18,125,188,23,38,15,29,9,22,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,424,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,18,20,138,205,25,41,17,32,10,24,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,1005,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,35,38,247,363,46,73,30,57,18,43,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,1489,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,90,95,602,862,112,175,75,136,44,102,1,-1,-1,-1,-1,-1,-1,-1,100339
克邦凯斯,1508,221,40,60,0,0,18,4.5,27,27,16,14,0,0,0,0,0,0,5,0,10,15,86,162,16,32,10,25,6,19,1,-1,-1,-1,-1,-1,-1,-1,100339
克达达,1593,760,60,0,0,40,18,4.5,21,22,24,27,0,0,0,0,0,0,1,1,1,1,27,37,4,7,4,7,4,7,1,2,-1,-1,-1,-1,-1,-1,100855
克达达,2040,760,60,0,0,40,18,4.5,21,22,24,27,0,0,0,0,0,0,1,1,85,90,541,789,91,150,97,157,88,145,1,2,-1,-1,-1,-1,-1,-1,100855
克克尔,3,102,0,70,30,0,20,4.5,20,18,17,24,0,0,0,0,0,0,0,1,1,1,27,38,4,7,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100292
克克尔,59,102,0,70,30,0,20,4.5,20,18,17,24,0,0,0,0,0,0,0,1,1,1,27,38,4,7,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100292
克克尔,452,102,0,70,30,0,20,4.5,20,18,17,24,0,0,0,0,0,0,0,1,20,30,129,262,20,48,19,46,21,48,1,2,-1,-1,-1,-1,-1,-1,100292
克克尔,2078,1063,0,70,30,0,20,4.5,20,18,17,24,0,0,0,0,0,0,0,1,1,1,27,38,4,7,3,6,4,7,1,2,572,-1,-1,-1,-1,-1,100292
克克尔,2114,102,0,70,30,0,20,4.5,20,18,17,24,0,0,0,0,0,0,0,1,1,3,27,54,4,9,3,9,4,10,1,2,-1,-1,-1,-1,-1,-1,100292
克克洛斯,347,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,1,1,27,38,4,7,2,5,6,9,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,398,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,1,1,27,38,4,7,2,5,6,9,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,399,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,10,13,75,131,13,26,7,19,18,31,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,400,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,12,15,86,146,15,29,8,21,21,35,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,401,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,14,16,97,154,17,31,9,22,23,37,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,1062,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,36,38,216,324,39,65,22,47,52,78,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,1077,558,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,25,27,156,239,28,48,15,35,38,58,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,1174,590,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,15,25,102,223,18,45,10,32,25,54,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,1264,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,57,60,329,494,59,99,33,72,80,120,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,1265,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,59,62,340,509,61,103,34,74,83,124,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,1266,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,57,61,329,501,59,101,33,73,80,122,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,1430,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,25,30,156,262,28,53,15,38,38,63,1,120,-1,-1,-1,-1,-1,-1,100368
克克洛斯,2186,292,0,0,0,100,20,4.5,18,22,10,35,0,0,0,0,0,0,5,2,101,110,567,880,103,178,57,128,138,214,1,120,-1,-1,-1,-1,-1,-1,100368
克拉尔,1590,757,0,0,20,80,18,4.5,22,22,21,29,0,0,0,0,0,0,1,1,1,1,28,38,4,7,4,7,4,7,1,2,-1,-1,-1,-1,-1,-1,100852
克拉尔,1891,757,0,0,20,80,18,4.5,22,22,21,29,0,0,0,0,0,0,1,1,61,70,402,629,66,118,64,115,69,120,1,2,-1,-1,-1,-1,-1,-1,100852
克拉尔,2184,757,0,0,20,80,18,4.5,22,22,21,29,0,0,0,0,0,0,1,1,96,100,620,885,102,166,98,162,107,169,1,2,-1,-1,-1,-1,-1,-1,100852
克雷多,2347,80,0,20,80,0,26,4.5,27,47,23,34,0,0,0,0,0,0,1,1,1,1,54,69,13,17,7,11,8,11,1,2,-1,-1,-1,-1,-1,-1,101619
克雷尔,58,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,1,1,25,36,3,6,4,7,3,6,1,2,-1,-1,-1,-1,-1,-1,100291
克雷尔,382,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,1,1,25,36,3,6,4,7,3,6,1,2,-1,-1,-1,-1,-1,-1,100291
克雷尔,383,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,2,3,30,51,4,9,5,10,4,9,1,2,-1,-1,-1,-1,-1,-1,100291
克雷尔,384,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,2,4,30,58,4,11,5,11,4,10,1,2,-1,-1,-1,-1,-1,-1,100291
克雷尔,428,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,10,12,72,119,11,22,12,23,11,21,1,2,-1,-1,-1,-1,-1,-1,100291
克雷尔,1119,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,53,54,299,438,47,82,51,86,45,78,1,2,-1,-1,-1,-1,-1,-1,100291
克雷尔,1121,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,54,55,304,446,48,83,52,87,46,79,1,2,-1,-1,-1,-1,-1,-1,100291
克雷尔,1123,101,60,40,0,0,19,4.5,19,18,20,22,0,0,0,0,0,0,0,1,55,56,310,454,49,84,53,89,47,81,1,2,-1,-1,-1,-1,-1,-1,100291
克利多斯,2131,1103,70,0,0,30,26,4.5,27,40,26,26,0,0,0,0,0,0,1,1,1,1,50,66,11,15,8,12,6,9,1,2,-1,-1,-1,-1,-1,-1,101546
克罗那斯,2028,1033,0,0,50,50,27,4.5,26,35,22,28,0,0,0,0,0,0,1,1,1,1,49,65,10,14,7,11,7,10,1,2,-1,-1,-1,-1,-1,-1,101488
